Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon,Death rate in ongoing conflicts in a country (best estimate) - Conflict type: all,terr_contr_vdem_owid,terr_contr_vdem_high_owid,terr_contr_vdem_low_owid
Georgia,GEO,2011,,,0.0,79.286,79.916,78.655
Georgia,GEO,2012,,,0.0,79.286,79.916,78.655
Georgia,GEO,2013,,,0.0,80.0,80.482,79.518
Georgia,GEO,2014,,,0.0,80.0,80.482,79.518
Georgia,GEO,2015,,,0.0,80.0,80.482,79.518
Georgia,GEO,2016,1.0341783,Very Low,0.0,79.9,80.493,79.307
Georgia,GEO,2017,2.4125772,Low,0.0,80.0,80.582,79.418
Georgia,GEO,2018,2.3592877,Low,0.0,79.889,80.535,79.243
Georgia,GEO,2019,2.0420012,Low,0.0,79.889,80.535,79.243
Georgia,GEO,2020,,,0.0,79.889,80.535,79.243
Georgia,GEO,2021,,,0.0,81.0,82.521,79.729
Germany,DEU,1990,1.1729844,Very Low,0.0012599188,90.0,97.819,82.015
Germany,DEU,1991,1.4122455,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,1992,1.4437997,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,1993,1.6730069,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,1994,2.4096794,Low,0.0,90.0,97.819,82.015
Germany,DEU,1995,2.5048301,Low,0.0,90.0,97.819,82.015
Germany,DEU,1996,2.3652885,Low,0.0,90.0,97.819,82.015
Germany,DEU,1997,2.2103224,Low,0.0,90.0,97.819,82.015
Germany,DEU,1998,1.9650563,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,1999,1.6258575,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2000,1.6725591,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2001,1.4488208,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2002,1.4390358,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2003,1.3485471,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2004,1.3683347,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2005,1.2855216,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2006,1.2170813,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2007,1.0938139,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2008,1.0231787,Very Low,0.0,90.0,97.819,82.015
Germany,DEU,2009,0.9881786,Undefined,0.0,90.0,97.819,82.015
Germany,DEU,2010,0.97509885,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2011,0.9063736,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2012,0.8081371,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2013,0.8349597,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2014,0.87467664,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2015,0.8309653,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2016,1.1696628,Very Low,0.014575236,90.0,97.764,82.236
Germany,DEU,2017,0.9839711,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2018,0.9505807,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2019,0.7492651,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2020,0.93844897,Undefined,0.0,90.0,97.764,82.236
Germany,DEU,2021,0.83324784,Undefined,0.0,90.0,97.764,82.236
Ghana,GHA,1990,,,0.0,96.0,99.094,92.906
Ghana,GHA,1991,,,0.18935242,96.0,99.094,92.906
Ghana,GHA,1992,,,0.38789406,95.333,98.994,91.673
Ghana,GHA,1993,,,0.0,95.333,98.994,91.673
Ghana,GHA,1994,,,11.759976,95.333,98.994,91.673
Ghana,GHA,1995,,,0.88881844,95.333,98.994,91.673
Ghana,GHA,1996,,,0.0,95.333,98.994,91.673
Ghana,GHA,1997,,,0.0,95.333,98.994,91.673
Ghana,GHA,1998,,,0.0,95.333,98.994,91.673
Ghana,GHA,1999,,,0.0,95.333,98.994,91.673
Ghana,GHA,2000,,,0.15255138,95.333,98.994,91.673
Ghana,GHA,2001,2.144034,Low,0.24757887,95.333,98.994,91.673
Ghana,GHA,2002,1.931755,Very Low,0.17342441,98.167,99.196,96.804
Ghana,GHA,2003,2.044116,Low,0.0,98.167,99.196,96.804
Ghana,GHA,2004,2.06332,Low,0.0,98.167,99.196,96.804
Ghana,GHA,2005,1.7469034,Very Low,0.0,98.167,99.196,96.804
Ghana,GHA,2006,1.783659,Very Low,0.0,98.167,99.196,96.804
Ghana,GHA,2007,1.6829535,Very Low,0.0,98.167,99.196,96.804
Ghana,GHA,2008,1.7676497,Very Low,0.22609468,98.167,99.196,96.804
Ghana,GHA,2009,1.7113706,Very Low,0.0,98.167,99.196,96.804
Ghana,GHA,2010,1.650067,Very Low,0.0,96.5,98.159,94.508
Ghana,GHA,2011,1.6141378,Very Low,0.0,96.5,98.159,94.508
Ghana,GHA,2012,2.0849807,Low,0.0,96.5,98.159,94.508
Ghana,GHA,2013,2.001773,Low,0.0,96.5,98.159,94.508
Ghana,GHA,2014,1.9257805,Very Low,0.0,96.5,98.159,94.508
Ghana,GHA,2015,1.8184376,Very Low,0.0,96.5,98.159,94.508
Ghana,GHA,2016,1.8575976,Very Low,0.0,94.556,96.915,92.196
Ghana,GHA,2017,2.015071,Low,0.0,95.125,97.559,92.441
Ghana,GHA,2018,1.6196619,Very Low,0.0,95.125,97.705,92.545
Ghana,GHA,2019,1.8114166,Very Low,0.0,93.75,96.254,91.246
Ghana,GHA,2020,1.7246522,Very Low,0.0,94.0,96.579,90.85
Ghana,GHA,2021,1.8365651,Very Low,0.0,96.667,98.531,94.135
Greece,GRC,1990,1.0094877,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1991,1.3280025,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1992,1.307453,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1993,1.4199919,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1994,1.2491293,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1995,1.4075413,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1996,1.5642636,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1997,1.8666197,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1998,1.6088524,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,1999,1.4098777,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2000,,,0.0,98.846,99.532,98.006
Greece,GRC,2001,1.1921769,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2002,0.8471051,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2003,,,0.0,98.846,99.532,98.006
Greece,GRC,2004,0.9986423,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2005,1.1877502,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2006,0.99044734,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2007,1.1720695,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2008,1.3003874,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2009,1.3748817,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2010,1.5951011,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2011,1.6720091,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2012,1.5140965,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2013,1.4018042,Very Low,0.0,98.846,99.532,98.006
Greece,GRC,2014,0.9849978,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2015,0.86058193,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2016,0.7814141,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2017,0.8043225,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2018,0.93104,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2019,0.7376567,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2020,0.7419928,Undefined,0.0,98.846,99.532,98.006
Greece,GRC,2021,0.85205257,Undefined,0.0,98.846,99.532,98.006
Guatemala,GTM,1990,,,7.3859806,83.4,88.607,78.193
Guatemala,GTM,1991,,,4.5554113,83.4,88.607,78.193
Guatemala,GTM,1992,27.869928,Very High,4.10374,83.4,88.607,78.193
Guatemala,GTM,1993,32.862526,Very High,2.217279,83.4,88.607,78.193
Guatemala,GTM,1994,32.08544,Very High,2.843015,83.4,88.607,78.193
Guatemala,GTM,1995,31.457798,Very High,1.1772543,83.4,88.607,78.193
Guatemala,GTM,1996,34.03781,Very High,0.0,83.4,88.607,78.193
Guatemala,GTM,1997,36.6608,Very High,0.0,83.4,88.607,78.193
Guatemala,GTM,1998,29.595766,Very High,0.0,83.4,88.607,78.193
Guatemala,GTM,1999,23.160458,Very High,0.0,83.4,88.607,78.193
Guatemala,GTM,2000,24.7446,Very High,0.0,84.2,89.284,79.116
Guatemala,GTM,2001,26.896059,Very High,0.0,84.2,89.284,79.116
Guatemala,GTM,2002,29.544691,Very High,0.0,84.2,89.284,79.116
Guatemala,GTM,2003,33.70589,Very High,0.0,84.2,89.284,79.116
Guatemala,GTM,2004,35.06728,Very High,0.0,84.2,89.284,79.116
Guatemala,GTM,2005,40.64628,Very High,0.42641267,90.2,93.447,85.953
Guatemala,GTM,2006,43.87729,Very High,0.0,90.2,93.447,85.953
Guatemala,GTM,2007,42.207535,Very High,0.0,90.2,93.447,85.953
Guatemala,GTM,2008,45.00892,Very High,0.20029399,90.2,93.447,85.953
Guatemala,GTM,2009,45.569904,Very High,0.0,90.2,93.447,85.953
Guatemala,GTM,2010,40.981575,Very High,0.0,90.2,93.447,85.953
Guatemala,GTM,2011,38.298565,Very High,0.18202095,90.2,93.447,85.953
Guatemala,GTM,2012,34.075195,Very High,0.0,90.2,93.447,85.953
Guatemala,GTM,2013,33.42484,Very High,0.0,91.0,94.406,87.344
Guatemala,GTM,2014,33.429344,Very High,0.0,91.0,94.406,87.344
Guatemala,GTM,2015,,,0.0,91.0,94.406,87.344
Guatemala,GTM,2016,,,0.0,91.0,94.406,87.344
Guatemala,GTM,2017,32.78298,Very High,0.0,89.375,93.833,84.167
Guatemala,GTM,2018,28.895842,Very High,0.0,90.0,95.022,84.407
Guatemala,GTM,2019,25.645466,Very High,0.029228933,80.0,90.201,69.799
Guatemala,GTM,2020,18.960165,High,0.0,81.0,89.934,71.666
Guatemala,GTM,2021,19.990364,High,0.0,77.5,90.104,64.896
Guinea-Bissau,GNB,1990,,,0.0,90.833,96.445,85.222
Guinea-Bissau,GNB,1991,,,0.0,90.833,96.445,85.222
Guinea-Bissau,GNB,1992,,,0.19552062,90.833,96.445,85.222
Guinea-Bissau,GNB,1993,,,0.0,94.167,97.58,90.753
Guinea-Bissau,GNB,1994,,,0.0,94.167,97.58,90.753
Guinea-Bissau,GNB,1995,,,0.0,94.167,97.58,90.753
Guinea-Bissau,GNB,1996,,,0.0,94.167,97.58,90.753
Guinea-Bissau,GNB,1997,,,0.0,94.167,97.58,90.753
Guinea-Bissau,GNB,1998,,,42.64936,93.917,97.324,90.343
Guinea-Bissau,GNB,1999,,,16.494291,93.917,97.324,90.343
Guinea-Bissau,GNB,2000,,,0.0,94.167,97.526,90.807
Guinea-Bissau,GNB,2001,,,0.0,94.167,97.526,90.807
Guinea-Bissau,GNB,2002,,,0.0,89.167,96.703,81.63
Guinea-Bissau,GNB,2003,,,0.0,89.167,96.703,81.63
Guinea-Bissau,GNB,2004,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2005,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2006,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2007,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2008,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2009,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2010,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2011,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2012,,,0.0,86.3,91.407,80.793
Guinea-Bissau,GNB,2013,,,0.0,86.929,91.378,81.765
Guinea-Bissau,GNB,2014,,,0.0,86.929,91.378,81.765
Guinea-Bissau,GNB,2015,,,0.0,86.929,91.378,81.765
Guinea-Bissau,GNB,2016,3.4885912,Low,0.0,86.929,91.378,81.765
Guinea-Bissau,GNB,2017,1.1171243,Very Low,0.0,86.929,91.378,81.765
Guinea-Bissau,GNB,2018,,,0.0,85.833,90.685,79.981
Guinea-Bissau,GNB,2019,,,0.0,80.4,85.762,75.038
Guinea-Bissau,GNB,2020,,,0.0,81.0,87.094,74.906
Guinea-Bissau,GNB,2021,,,0.0,86.25,89.554,82.946
Guyana,GUY,1990,12.046314,High,0.0,99.455,99.755,99.154
Guyana,GUY,1991,25.803104,Very High,0.0,99.455,99.755,99.154
Guyana,GUY,1992,14.093998,High,0.0,99.455,99.755,99.154
Guyana,GUY,1993,15.658678,High,0.0,99.455,99.755,99.154
Guyana,GUY,1994,14.408722,High,0.0,99.455,99.755,99.154
Guyana,GUY,1995,14.500669,High,0.0,99.455,99.755,99.154
Guyana,GUY,1996,11.677739,High,0.0,99.455,99.755,99.154
Guyana,GUY,1997,11.519959,High,0.0,99.455,99.755,99.154
Guyana,GUY,1998,14.9333315,High,0.0,99.455,99.755,99.154
Guyana,GUY,1999,12.005055,High,0.0,99.455,99.755,99.154
Guyana,GUY,2000,10.012503,High,0.0,99.455,99.755,99.154
Guyana,GUY,2001,10.5289545,High,0.0,99.455,99.755,99.154
Guyana,GUY,2002,18.807783,High,0.0,99.455,99.755,99.154
Guyana,GUY,2003,27.479698,Very High,0.0,99.455,99.755,99.154
Guyana,GUY,2004,17.22722,High,0.0,99.455,99.755,99.154
Guyana,GUY,2005,18.691368,High,0.0,99.455,99.755,99.154
Guyana,GUY,2006,20.174915,Very High,0.0,99.455,99.755,99.154
Guyana,GUY,2007,15.201154,High,0.0,99.455,99.755,99.154
Guyana,GUY,2008,20.950739,Very High,3.8453429,99.455,99.755,99.154
Guyana,GUY,2009,15.573877,High,0.0,99.455,99.755,99.154
Guyana,GUY,2010,18.718292,High,0.0,99.455,99.755,99.154
Guyana,GUY,2011,17.467718,High,0.0,99.455,99.755,99.154
Guyana,GUY,2012,18.68365,High,0.0,99.455,99.755,99.154
Guyana,GUY,2013,20.737991,Very High,0.0,98.889,99.654,98.124
Guyana,GUY,2014,19.837175,High,0.0,98.889,99.654,98.124
Guyana,GUY,2015,19.73429,High,0.0,98.889,99.654,98.124
Guyana,GUY,2016,18.706684,High,0.0,99.375,99.963,98.787
Guyana,GUY,2017,15.067107,High,0.0,99.375,99.963,98.787
Guyana,GUY,2018,14.130875,High,0.0,99.375,99.963,98.787
Guyana,GUY,2019,17.02654,High,0.0,99.4,99.95,98.85
Guyana,GUY,2020,19.69388,High,0.0,100.0,100.0,100.0
Guyana,GUY,2021,16.28205,High,0.0,100.0,100.0,100.0
Haiti,HTI,1990,,,0.0,84.1,92.285,72.115
Haiti,HTI,1991,,,3.8210807,84.1,92.285,72.115
Haiti,HTI,1992,,,0.0,84.1,92.285,72.115
Haiti,HTI,1993,,,0.50367945,84.1,92.285,72.115
Haiti,HTI,1994,,,0.5877563,84.762,92.432,74.105
Haiti,HTI,1995,,,0.0,87.2,92.975,81.425
Haiti,HTI,1996,,,0.0,87.2,92.975,81.425
Haiti,HTI,1997,,,0.0,87.2,92.975,81.425
Haiti,HTI,1998,,,0.0,87.2,92.975,81.425
Haiti,HTI,1999,,,0.0,87.2,92.975,81.425
Haiti,HTI,2000,,,0.0,87.2,92.975,81.425
Haiti,HTI,2001,,,0.0,87.2,92.975,81.425
Haiti,HTI,2002,,,0.0,87.2,92.975,81.425
Haiti,HTI,2003,,,0.0,84.2,89.186,79.214
Haiti,HTI,2004,,,2.3098824,84.0,88.942,79.058
Haiti,HTI,2005,,,0.43898633,90.667,94.015,86.652
Haiti,HTI,2006,,,0.0,90.667,94.015,86.652
Haiti,HTI,2007,5.1587834,Medium,0.0,90.667,94.015,86.652
Haiti,HTI,2008,5.20091,Medium,0.0,90.667,94.015,86.652
Haiti,HTI,2009,6.145538,Medium,0.0,90.667,94.015,86.652
Haiti,HTI,2010,6.878068,Medium,0.0,90.667,94.015,86.652
Haiti,HTI,2011,9.181951,Medium,0.0,90.667,94.015,86.652
Haiti,HTI,2012,10.219083,High,0.0,90.667,94.015,86.652
Haiti,HTI,2013,10.125515,High,0.0,92.5,95.682,89.318
Haiti,HTI,2014,9.411548,Medium,0.0,92.5,95.682,89.318
Haiti,HTI,2015,10.138438,High,0.0,92.5,95.682,89.318
Haiti,HTI,2016,9.595058,Medium,0.0,92.5,95.682,89.318
Haiti,HTI,2017,,,0.0,92.0,95.701,88.299
Haiti,HTI,2018,6.746927,Medium,0.64472616,93.667,96.453,90.88
Haiti,HTI,2019,,,0.0,91.0,97.894,84.106
Haiti,HTI,2020,11.32062,High,1.4327656,87.5,95.619,79.381
Haiti,HTI,2021,13.007129,High,1.0569924,86.25,92.841,79.659
Honduras,HND,1990,9.806251,Medium,0.0,86.667,88.326,85.008
Honduras,HND,1991,13.542591,High,0.0,84.0,86.625,81.375
Honduras,HND,1992,17.86991,High,0.0,84.0,86.625,81.375
Honduras,HND,1993,22.78623,Very High,0.0,84.0,86.625,81.375
Honduras,HND,1994,29.762339,Very High,0.0,84.0,86.625,81.375
Honduras,HND,1995,26.389893,Very High,0.0,84.0,86.625,81.375
Honduras,HND,1996,,,0.0,84.0,86.625,81.375
Honduras,HND,1997,,,0.0,84.667,86.88,82.453
Honduras,HND,1998,,,0.0,84.667,86.88,82.453
Honduras,HND,1999,39.568558,Very High,0.0,84.667,86.88,82.453
Honduras,HND,2000,47.71115,Very High,0.0,85.333,87.213,83.453
Honduras,HND,2001,51.0101,Very High,0.0,85.333,87.213,83.453
Honduras,HND,2002,51.610367,Very High,0.0,85.333,87.213,83.453
Honduras,HND,2003,56.554672,Very High,0.0,85.333,87.213,83.453
Honduras,HND,2004,49.286194,Very High,0.37922868,88.875,92.24,85.26
Honduras,HND,2005,42.460865,Very High,0.0,88.875,92.24,85.26
Honduras,HND,2006,40.25719,Very High,0.0,88.875,92.24,85.26
Honduras,HND,2007,45.277523,Very High,0.0,88.875,92.24,85.26
Honduras,HND,2008,54.987938,Very High,0.33326027,88.875,92.24,85.26
Honduras,HND,2009,63.7889,Very High,0.0,87.75,91.876,83.124
Honduras,HND,2010,73.79067,Very High,0.6863145,88.75,92.209,85.291
Honduras,HND,2011,82.38905,Very High,0.0,88.75,92.209,85.291
Honduras,HND,2012,81.570755,Very High,0.0,89.125,92.341,85.659
Honduras,HND,2013,71.769295,Very High,0.0,89.833,93.918,85.749
Honduras,HND,2014,64.53877,Very High,0.0,90.167,93.957,86.376
Honduras,HND,2015,55.38756,Very High,0.0,91.333,94.576,88.091
Honduras,HND,2016,54.435158,Very High,0.0,92.167,95.317,89.016
Honduras,HND,2017,40.13777,Very High,0.0,91.833,94.751,88.916
Honduras,HND,2018,37.874573,Very High,0.0,91.833,94.751,88.916
Honduras,HND,2019,40.94859,Very High,0.36148816,89.6,92.706,86.494
Honduras,HND,2020,35.695362,Very High,0.0,89.2,92.262,86.138
Honduras,HND,2021,38.245457,Very High,0.0,87.0,89.273,84.727
Hungary,HUN,1990,1.9371647,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,1991,2.9591084,Low,0.0,100.0,100.0,100.0
Hungary,HUN,1992,2.9411592,Low,0.0,100.0,100.0,100.0
Hungary,HUN,1993,2.8771644,Low,0.0,100.0,100.0,100.0
Hungary,HUN,1994,3.026367,Low,0.0,100.0,100.0,100.0
Hungary,HUN,1995,2.8662257,Low,0.0,100.0,100.0,100.0
Hungary,HUN,1996,2.6289577,Low,0.0,100.0,100.0,100.0
Hungary,HUN,1997,2.8095841,Low,0.0,100.0,100.0,100.0
Hungary,HUN,1998,2.8164988,Low,0.0,100.0,100.0,100.0
Hungary,HUN,1999,2.4730563,Low,0.0,100.0,100.0,100.0
Hungary,HUN,2000,2.0093992,Low,0.0,100.0,100.0,100.0
Hungary,HUN,2001,2.4955897,Low,0.0,100.0,100.0,100.0
Hungary,HUN,2002,2.000315,Low,0.0,100.0,100.0,100.0
Hungary,HUN,2003,2.253396,Low,0.0,100.0,100.0,100.0
Hungary,HUN,2004,2.070436,Low,0.0,100.0,100.0,100.0
Hungary,HUN,2005,1.6280298,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2006,1.7301275,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2007,1.5336856,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2008,1.8057547,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2009,1.3888085,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2010,1.3818206,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2011,1.4568114,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2012,1.249732,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2013,1.5563983,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2014,1.4795446,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2015,2.2449663,Low,0.0,100.0,100.0,100.0
Hungary,HUN,2016,2.0580525,Low,0.0,100.0,100.0,100.0
Hungary,HUN,2017,1.6344975,Very Low,0.0,100.0,100.0,100.0
Hungary,HUN,2018,0.87967324,Undefined,0.0,100.0,100.0,100.0
Hungary,HUN,2019,0.65494615,Undefined,0.0,99.875,99.995,99.755
Hungary,HUN,2020,0.8204647,Undefined,0.0,100.0,100.0,100.0
Hungary,HUN,2021,0.7724166,Undefined,0.0,100.0,100.0,100.0
Iceland,ISL,1990,,,0.0,99.923,99.998,99.848
Iceland,ISL,1991,,,0.0,99.923,99.998,99.848
Iceland,ISL,1992,,,0.0,99.923,99.998,99.848
Iceland,ISL,1993,,,0.0,99.923,99.998,99.848
Iceland,ISL,1994,0.0,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,1995,0.0,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,1996,0.37155867,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,1997,0.7370405,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,1998,0.0,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,1999,0.7203936,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,2000,1.7764387,Very Low,0.0,99.923,99.998,99.848
Iceland,ISL,2001,0.35058442,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,2002,1.3898637,Very Low,0.0,99.923,99.998,99.848
Iceland,ISL,2003,,,0.0,99.923,99.998,99.848
Iceland,ISL,2004,,,0.0,99.923,99.998,99.848
Iceland,ISL,2005,1.010004,Very Low,0.0,99.923,99.998,99.848
Iceland,ISL,2006,0.0,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,2007,0.6413278,Undefined,0.0,99.923,99.998,99.848
Iceland,ISL,2008,0.0,Undefined,0.0,99.769,99.932,99.606
Iceland,ISL,2009,0.3136758,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2010,0.6282729,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2011,0.93957585,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2012,0.3115464,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2013,0.30861863,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2014,0.3052098,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2015,0.9061815,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2016,0.29790765,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2017,0.87302697,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2018,0.8499884,Undefined,0.0,99.923,99.996,99.85
Iceland,ISL,2019,0.27718145,Undefined,0.0,99.167,99.766,98.568
Iceland,ISL,2020,1.3636277,Very Low,0.0,99.833,99.993,99.673
Iceland,ISL,2021,0.5400516,Undefined,0.0,99.667,99.969,99.364
India,IND,1990,5.0734553,Medium,0.54201716,95.5,97.575,93.425
India,IND,1991,5.46425,Medium,0.41408786,95.5,97.575,93.425
India,IND,1992,5.474815,Medium,0.45230466,95.5,97.575,93.425
India,IND,1993,5.175898,Medium,0.24407586,95.5,97.575,93.425
India,IND,1994,5.020619,Medium,0.14969395,95.5,97.575,93.425
India,IND,1995,4.810433,Low,0.105882205,95.5,97.575,93.425
India,IND,1996,4.7709646,Low,0.12743048,95.5,97.575,93.425
India,IND,1997,4.7307525,Low,0.1409708,95.5,97.575,93.425
India,IND,1998,4.825762,Low,0.14499216,90.5,93.785,86.082
India,IND,1999,4.5921187,Low,0.23363766,90.5,93.785,86.082
India,IND,2000,4.5456276,Low,0.36833483,90.5,93.785,86.082
India,IND,2001,4.3022475,Low,0.15737218,90.5,93.785,86.082
India,IND,2002,4.1642046,Low,0.26941317,90.5,93.785,86.082
India,IND,2003,3.967281,Low,0.19894128,90.5,93.785,86.082
India,IND,2004,4.0914764,Low,0.20831417,90.5,93.785,86.082
India,IND,2005,3.9055507,Low,0.15961702,90.5,93.785,86.082
India,IND,2006,3.8350396,Low,0.17665015,90.5,93.785,86.082
India,IND,2007,3.8129203,Low,0.13305968,90.5,93.785,86.082
India,IND,2008,3.8118565,Low,0.14634532,90.5,93.785,86.082
India,IND,2009,3.744892,Low,0.12233988,89.8,93.812,84.455
India,IND,2010,3.744921,Low,0.12477696,90.118,93.621,85.555
India,IND,2011,3.788104,Low,0.054865487,90.088,93.823,85.471
India,IND,2012,3.7252629,Low,0.058768734,89.382,93.539,83.991
India,IND,2013,3.5533159,Low,0.046238493,88.375,93.466,82.909
India,IND,2014,3.6225762,Low,0.056531038,88.562,93.227,83.023
India,IND,2015,3.3543067,Low,0.04255909,86.692,92.386,80.075
India,IND,2016,3.1614263,Low,0.055280138,86.615,92.352,79.802
India,IND,2017,3.0288827,Low,0.06446631,86.923,92.379,80.083
India,IND,2018,2.993784,Low,0.06698304,87.692,93.358,80.95
India,IND,2019,2.926661,Low,0.051695015,91.818,93.821,89.634
India,IND,2020,2.9111555,Low,0.053853262,92.091,94.09,89.546
India,IND,2021,2.9362788,Low,0.033533115,92.0,94.41,89.146
Indonesia,IDN,1990,,,0.10540191,91.0,94.318,87.682
Indonesia,IDN,1991,,,0.0712123,91.0,94.318,87.682
Indonesia,IDN,1992,,,0.0,91.0,94.318,87.682
Indonesia,IDN,1993,,,0.0,91.0,94.318,87.682
Indonesia,IDN,1994,,,0.0,91.0,94.318,87.682
Indonesia,IDN,1995,,,0.0055516255,91.0,94.318,87.682
Indonesia,IDN,1996,,,0.0,91.0,94.318,87.682
Indonesia,IDN,1997,,,0.17641768,91.0,94.318,87.682
Indonesia,IDN,1998,0.84577996,Undefined,0.02886621,91.0,94.318,87.682
Indonesia,IDN,1999,0.99053586,Undefined,0.6535641,90.0,93.754,86.246
Indonesia,IDN,2000,1.0295581,Very Low,0.4264912,91.0,94.611,87.389
Indonesia,IDN,2001,,,0.40578055,93.0,95.633,90.367
Indonesia,IDN,2002,,,0.332099,93.0,95.633,90.367
Indonesia,IDN,2003,0.7329205,Undefined,0.47247598,92.0,94.29,89.71
Indonesia,IDN,2004,0.62804675,Undefined,0.46959662,92.0,94.29,89.71
Indonesia,IDN,2005,,,0.09309231,92.786,94.918,90.225
Indonesia,IDN,2006,,,0.0,93.143,95.359,90.641
Indonesia,IDN,2007,,,0.0,93.643,95.716,91.141
Indonesia,IDN,2008,,,0.0,93.929,95.979,91.735
Indonesia,IDN,2009,,,0.0,94.0,96.108,91.892
Indonesia,IDN,2010,,,0.0,94.533,96.023,92.91
Indonesia,IDN,2011,,,0.0,94.733,96.13,93.07
Indonesia,IDN,2012,,,0.0,94.6,96.108,92.959
